assembly,Family,Strain,lane_id,Designation,Designation.source,O,H,ST131.clade,count
24759_5_22_clean_Escherichia_coli-SC45_ST297_contigs,C02223,SC45_ST297,24759_5_22,Untypeable,Both,Oneg,H8,,1
25076_5_6_clean_Escherichia_coli-SC5_ST95_contigs,C02236,SC5_ST95,25076_5_6,Untypeable,Both,O2/O9,H4,,1
23430_8_2_clean_Escherichia_coli-SC6_ST69_contigs,C02294,SC6_ST69,23430_8_2,KL99,>5000bp,O25,H18,,1
25076_5_7_clean_Escherichia_coli-SC115_ST2332_contigs,C02323,SC115_ST2332,25076_5_7,Untypeable,Both,Oneg,Hneg,,1
23430_6_23_clean_Escherichia_coli-SC20_ST59_contigs,C02331,SC20_ST59,23430_6_23,KL8A1_K1,>5000bp,O1,H7,,1
37081_3_27_clean_Escherichia_coli-SC3_ST73_contigs,C02334,SC3_ST73,37081_3_27,KL21_K13-K23,>5000bp,Oneg,H1,,1
23584_4_3_clean_Escherichia_coli-SC28_ST101_contigs,C02353,SC28_ST101,23584_4_3,Untypeable,Both,O174,H40,,1
24469_3_16_clean_Escherichia_coli-SC33_ST357_contigs,C02377,SC33_ST357,24469_3_16,KL8A1_K1,>5000bp,O129,H4,,1
37273_4_17_clean_Escherichia_coli-SC6_ST69_contigs,C02383,SC6_ST69,37273_4_17,Untypeable,Both,O15,H18,,1
37273_4_2_clean_Escherichia_coli-SC25_ST517_contigs,C02384,SC25_ST517,37273_4_2,Untypeable,Both,O8,H7,,1
37273_4_2_clean_Escherichia_coli-SC55_ST906_contigs,C02384,SC55_ST906,37273_4_2,Untypeable,Both,O8,H7,,1
25076_5_9_clean_Escherichia_coli-SC158_ST120_contigs,C02391,SC158_ST120,25076_5_9,Untypeable,Both,O2,Hneg,,1
23584_4_4_clean_Escherichia_coli-SC18_ST141_contigs,C02391,SC18_ST141,23584_4_4,KL8A1_K1,>5000bp,O2,H6,,1
24469_2_22_clean_Escherichia_coli-SC3_ST73_contigs,C02406,SC3_ST73,24469_2_22,KL182,<5000bp,O1/O18,H7,,1
24211_6_18_clean_Escherichia_coli-SC4_ST10_contigs,C02406,SC4_ST10,24211_6_18,Untypeable,Both,Oneg,H10,,1
24469_2_22_clean_Escherichia_coli-SC58_ST2773_contigs,C02406,SC58_ST2773,24469_2_22,Untypeable,Both,O1/O18,H7,,1
24469_2_22_clean_Escherichia_coli-SC5_ST95_contigs,C02406,SC5_ST95,24469_2_22,KL8A1_K1,>5000bp,O1/O18,H7,,1
25013_2_16_clean_Escherichia_coli-SC18_ST141_contigs,C02411,SC18_ST141,25013_2_16,KL8A1_K1,>5000bp,O2,H6,,1
25076_5_10_clean_Escherichia_coli-SC17_ST58_contigs,C02438,SC17_ST58,25076_5_10,Untypeable,Both,O28ac,H25,,1
37273_4_19_clean_Escherichia_coli-SC9_ST12_contigs,C02465,SC9_ST12,37273_4_19,KL26_K3,>5000bp,O4,H5,,1
24469_5_17_clean_Escherichia_coli-SC61_ST91_contigs,C02471,SC61_ST91,24469_5_17,KL29_K4,>5000bp,O39,H4,,1
24759_5_23_clean_Escherichia_coli-SC58_ST2773_contigs,C02514,SC58_ST2773,24759_5_23,Untypeable,Both,O18,H7,,1
24759_5_23_clean_Escherichia_coli-SC5_ST95_contigs,C02514,SC5_ST95,24759_5_23,KL8A1_K1,>5000bp,O18,H7,,1
24759_5_24_clean_Escherichia_coli-SC68_ST83_contigs,C02516,SC68_ST83,24759_5_24,KL114_K2-like,>5000bp,O6,H5,,1
25076_6_14_clean_Escherichia_coli-SC67_ST381_contigs,C02526,SC67_ST381,25076_6_14,Untypeable,Both,O70,Hneg,,1
37273_4_28_clean_Escherichia_coli-SC303_ST7009_contigs,C02547,SC303_ST7009,37273_4_28,Untypeable,Both,O2-like,H29,,1
23430_8_13_clean_Escherichia_coli-SC5_ST95_contigs,C02548,SC5_ST95,23430_8_13,KL8A1_K1,>5000bp,O2,H7,,1
24469_2_23_clean_Escherichia_coli-SC182_ST1882_contigs,C02552,SC182_ST1882,24469_2_23,KL23,>5000bp,O23,H4,,1
37081_4_9_clean_Escherichia_coli-SC4_ST10_contigs,C02557,SC4_ST10,37081_4_9,KL112,>5000bp,O15,H4,,1
23430_8_12_clean_Escherichia_coli-SC17_ST58_contigs,C02565,SC17_ST58,23430_8_12,Untypeable,Both,O42,H21,,1
23584_4_11_clean_Escherichia_coli-SC244_ST1861_contigs,C02565,SC244_ST1861,23584_4_11,KL74,>5000bp,O107,H5,,1
23430_8_15_clean_Escherichia_coli-SC16_ST38_contigs,C02571,SC16_ST38,23430_8_15,KL91_K5-like,<5000bp,Oneg,Hneg,,1
23430_8_15_clean_Escherichia_coli-SC22_ST398_contigs,C02571,SC22_ST398,23430_8_15,Untypeable,Both,Oneg,Hneg,,1
23584_4_10_clean_Escherichia_coli-SC5_ST95_contigs,C02571,SC5_ST95,23584_4_10,KL8A1_K1,>5000bp,O18,H7,,1
23430_8_15_clean_Escherichia_coli-SC90_ST685_contigs,C02571,SC90_ST685,23430_8_15,KL160_K19,<5000bp,Oneg,Hneg,,1
37081_4_4_clean_Escherichia_coli-SC66_ST135_contigs,C02631,SC66_ST135,37081_4_4,KL14_K24,>5000bp,O83,H1,,1
37273_7_16_clean_Escherichia_coli-SC6_ST69_contigs,C02643,SC6_ST69,37273_7_16,KL14_K24,>5000bp,O25,H18,,1
23584_4_23_clean_Escherichia_coli-SC69_ST349_contigs,C02649,SC69_ST349,23584_4_23,KL7,>5000bp,O166,H15,,1
23584_4_23_clean_Escherichia_coli-SC8_ST1193_contigs,C02649,SC8_ST1193,23584_4_23,KL6_K5,>5000bp,O166,H15,,1
23584_4_24_clean_Escherichia_coli-SC18_ST141_contigs,C02670,SC18_ST141,23584_4_24,KL8A1_K1,>5000bp,O2,H6,,1
37081_4_10_clean_Escherichia_coli-SC3_ST73_contigs,C02675,SC3_ST73,37081_4_10,KL6_K5,>5000bp,O6,H1,,1
23430_8_17_clean_Escherichia_coli-SC18_ST141_contigs,C02695,SC18_ST141,23430_8_17,KL8A1_K1,>5000bp,O2,H6,,1
37273_8_19_clean_Escherichia_coli-SC11_ST127_contigs,C02706,SC11_ST127,37273_8_19,KL114_K2-like,>5000bp,O6,H31,,1
23430_8_20_clean_Escherichia_coli-SC4_ST10_contigs,C02756,SC4_ST10,23430_8_20,KL70,<5000bp,Oneg,H16,,1
37081_4_21_clean_Escherichia_coli-SC18_ST141_contigs,C02757,SC18_ST141,37081_4_21,KL8A1_K1,>5000bp,O2,H6,,1
37273_5_3_clean_Escherichia_coli-SC4_ST10_contigs,C02804,SC4_ST10,37273_5_3,Untypeable,Both,Oneg,H48,,1
37273_5_8_clean_Escherichia_coli-SC147_ST2178_contigs,C02847,SC147_ST2178,37273_5_8,Untypeable,Both,O167,Hneg,,1
37273_5_8_clean_Escherichia_coli-SC24_ST443_contigs,C02847,SC24_ST443,37273_5_8,Untypeable,Both,O167,Hneg,,1
37273_5_8_clean_Escherichia_coli-SC45_ST297_contigs,C02847,SC45_ST297,37273_5_8,Untypeable,Both,O167,Hneg,,1
37273_5_8_clean_Escherichia_coli-SC55_ST906_contigs,C02847,SC55_ST906,37273_5_8,Untypeable,Both,O167,Hneg,,1
37273_5_8_clean_Escherichia_coli-SC58_ST2773_contigs,C02847,SC58_ST2773,37273_5_8,Untypeable,Both,O167,Hneg,,1
37273_5_8_clean_Escherichia_coli-SC99_ST1727_contigs,C02847,SC99_ST1727,37273_5_8,Untypeable,Both,O167,Hneg,,1
37273_5_15_clean_Escherichia_coli-SC6_ST69_contigs,C02867,SC6_ST69,37273_5_15,KL36_K54-K96,>5000bp,O15,H18,,1
23430_8_18_clean_Escherichia_coli-SC8_ST1193_contigs,C02868,SC8_ST1193,23430_8_18,KL6_K5,>5000bp,O75,H5,,1
23430_8_23_clean_Escherichia_coli-SC5_ST95_contigs,C02892,SC5_ST95,23430_8_23,KL8A1_K1,>5000bp,O18,H7,,1
37273_8_23_clean_Escherichia_coli-SC175_ST1136_contigs,C02894,SC175_ST1136,37273_8_23,Untypeable,Both,O96,H19,,1
37273_8_23_clean_Escherichia_coli-SC42_ST678_contigs,C02894,SC42_ST678,37273_8_23,Untypeable,Both,O96,H19,,1
37273_5_23_clean_Escherichia_coli-SC18_ST141_contigs,C02916,SC18_ST141,37273_5_23,KL8A1_K1,>5000bp,O2,H6,,1
37273_5_32_clean_Escherichia_coli-SC3_ST73_contigs,C02927,SC3_ST73,37273_5_32,KL3_K2ab,>5000bp,O6,H1,,1
37273_5_31_clean_Escherichia_coli-SC3_ST73_contigs,C02962,SC3_ST73,37273_5_31,KL10_K7,>5000bp,O2,H1,,1
37273_5_28_clean_Escherichia_coli-SC6_ST69_contigs,C02964,SC6_ST69,37273_5_28,KL36_K54-K96,>5000bp,O17,H18,,1
37081_5_16_clean_Escherichia_coli-SC3_ST73_contigs,C03009,SC3_ST73,37081_5_16,KL21_K13-K23,>5000bp,O6,H1,,1
37273_8_31_clean_Escherichia_coli-SC133_ST1434_contigs,C03011,SC133_ST1434,37273_8_31,Untypeable,Both,O18ab,H14,,1
37273_8_31_clean_Escherichia_coli-SC4_ST10_contigs,C03011,SC4_ST10,37273_8_31,Untypeable,Both,O18ab,H14,,1
37081_5_30_clean_Escherichia_coli-SC18_ST141_contigs,C03063,SC18_ST141,37081_5_30,KL8A1_K1,>5000bp,O2,H6,,1
37081_5_32_clean_Escherichia_coli-SC3_ST73_contigs,C03064,SC3_ST73,37081_5_32,KL40_K15,>5000bp,O6,H1,,1
37081_6_7_clean_Escherichia_coli-SC4_ST10_contigs,C03147,SC4_ST10,37081_6_7,KL8A1_K1,>5000bp,Oneg,Hneg,,1
37081_6_15_clean_Escherichia_coli-SC4_ST10_contigs,C03160,SC4_ST10,37081_6_15,Untypeable,Both,Oneg,H45,,1
37081_6_23_clean_Escherichia_coli-SC145_ST1170_contigs,C03196,SC145_ST1170,37081_6_23,KL42,>5000bp,Onovel3,H4,,1
37082_7_4_clean_Escherichia_coli-SC60_ST420_contigs,C03199,SC60_ST420,37082_7_4,KL8A1_K1,>5000bp,O134,H31,,1
37082_7_11_clean_Escherichia_coli-SC58_ST2773_contigs,C03223,SC58_ST2773,37082_7_11,Untypeable,Both,O182,H7,,1
37082_5_28_clean_Escherichia_coli-SC66_ST135_contigs,C03224,SC66_ST135,37082_5_28,KL70,<5000bp,Oneg,Hneg,,1
37082_5_7_clean_Escherichia_coli-SC121_ST452_contigs,C03226,SC121_ST452,37082_5_7,KL5,>5000bp,O81,H27,,1
37082_5_1_clean_Escherichia_coli-SC6_ST69_contigs,C03250,SC6_ST69,37082_5_1,KL4_K93,>5000bp,O17,H18,,1
37082_5_27_clean_Escherichia_coli-SC18_ST141_contigs,C03305,SC18_ST141,37082_5_27,KL8A1_K1,>5000bp,O2,H6,,1
37081_7_6_clean_Escherichia_coli-SC18_ST141_contigs,C03306,SC18_ST141,37081_7_6,KL8A1_K1,>5000bp,O2,H6,,1
37082_7_14_clean_Escherichia_coli-SC14_ST405_contigs,C03344,SC14_ST405,37082_7_14,KL107_K4-like,>5000bp,O102,H6,,1
37082_7_14_clean_Escherichia_coli-SC33_ST357_contigs,C03344,SC33_ST357,37082_7_14,KL8A1_K1,>5000bp,O102,H6,,1
37081_7_14_clean_Escherichia_coli-SC30_ST372_contigs,C03349,SC30_ST372,37081_7_14,KL14_K24,>5000bp,O83,H31,,1
37081_7_9_clean_Escherichia_coli-SC3_ST73_contigs,C03350,SC3_ST73,37081_7_9,KL10_K7,>5000bp,O2,H1,,1
37081_7_4_clean_Escherichia_coli-SC77_ST409_contigs,C03361,SC77_ST409,37081_7_4,Untypeable,Both,O21,H38/H55,,1
37081_7_13_clean_Escherichia_coli-SC30_ST372_contigs,C03369,SC30_ST372,37081_7_13,KL14_K24,>5000bp,O83,H31,,1
37082_7_22_clean_Escherichia_coli-SC2_ST131_contigs,C03380,SC2_ST131,37082_7_22,KL53_K2-like,>5000bp,O25,H4,C2,1
37082_7_23_clean_Escherichia_coli-SC16_ST38_contigs,C03384,SC16_ST38,37082_7_23,KL6_K5,>5000bp,O86,H30,,1
37081_7_21_clean_Escherichia_coli-SC8_ST1193_contigs,C03393,SC8_ST1193,37081_7_21,KL8A1_K1,>5000bp,O75,Hneg,,1
37082_7_30_clean_Escherichia_coli-SC4_ST10_contigs,C03399,SC4_ST10,37082_7_30,Untypeable,Both,Oneg,Hneg,,1
37081_7_28_clean_Escherichia_coli-SC16_ST38_contigs,C03402,SC16_ST38,37081_7_28,KL30,>5000bp,O25,Hneg,,1
37081_8_11_clean_Escherichia_coli-SC20_ST59_contigs,C03452,SC20_ST59,37081_8_11,KL8A1_K1,>5000bp,O1,H7,,1
37081_8_6_clean_Escherichia_coli-SC105_ST636_contigs,C03476,SC105_ST636,37081_8_6,KL5,>5000bp,O83,H7,,1
37081_8_9_clean_Escherichia_coli-SC8_ST1193_contigs,C03478,SC8_ST1193,37081_8_9,KL6_K5,>5000bp,O75,H5,,1
37081_8_28_clean_Escherichia_coli-SC3_ST73_contigs,C03492,SC3_ST73,37081_8_28,KL21_K13-K23,>5000bp,O22,H1,,1
37082_6_10_clean_Escherichia_coli-SC4_ST10_contigs,C03493,SC4_ST10,37082_6_10,Untypeable,Both,O9/O123,H53,,1
37081_8_27_clean_Escherichia_coli-SC16_ST38_contigs,C03501,SC16_ST38,37081_8_27,KL99,>5000bp,O2,Hneg,,1
37082_8_4_clean_Escherichia_coli-SC40_ST28_contigs,C03536,SC40_ST28,37082_8_4,Untypeable,Both,Oneg,Hneg,,1
37082_6_23_clean_Escherichia_coli-SC4_ST10_contigs,C03553,SC4_ST10,37082_6_23,Untypeable,Both,Oneg,H4,,1
37082_6_26_clean_Escherichia_coli-SC44_ST200_contigs,C03593,SC44_ST200,37082_6_26,Untypeable,Both,O111,H21,,1
37273_6_4_clean_Escherichia_coli-SC8_ST1193_contigs,C03617,SC8_ST1193,37273_6_4,KL8A1_K1,>5000bp,O75,H5,,1
37082_4_1_clean_Escherichia_coli-SC8_ST1193_contigs,LS01936522,SC8_ST1193,37082_4_1,KL8A1_K1,>5000bp,O75,H5,,1
18403_10_clean_Escherichia_coli-SC6_ST69_contigs,S11,SC6_ST69,18403_10,KL189_K52-like,>5000bp,O15,H18,,1
18403_11_clean_Escherichia_coli-SC6_ST69_contigs,S12,SC6_ST69,18403_11,KL189_K52-like,>5000bp,O15,Hneg,,1
18403_12_clean_Escherichia_coli-SC65_ST399_contigs,S13,SC65_ST399,18403_12,Untypeable,Both,O117,H25,,1
18403_15_clean_Escherichia_coli-SC163_ST1567_contigs,S19,SC163_ST1567,18403_15,Untypeable,Both,Onovel29,H48,,1
18403_16_clean_Escherichia_coli-SC18_ST141_contigs,S20,SC18_ST141,18403_16,KL8A1_K1,>5000bp,O2,H6,,1
18403_3_clean_Escherichia_coli-SC11_ST127_contigs,S3,SC11_ST127,18403_3,KL114_K2-like,>5000bp,O6,H31,,1
19646_4_14_clean_Escherichia_coli-SC18_ST141_contigs,S33,SC18_ST141,19646_4_14,KL8A1_K1,>5000bp,O2,H6,,1
19646_4_14_clean_Escherichia_coli-SC4_ST10_contigs,S33,SC4_ST10,19646_4_14,Untypeable,Both,O2,H6,,1
19646_4_16_clean_Escherichia_coli-SC14_ST405_contigs,S34,SC14_ST405,19646_4_16,KL6_K5,>5000bp,O2,H4,,1
37082_4_8_clean_Escherichia_coli-SC4_ST10_contigs,S35,SC4_ST10,37082_4_8,Untypeable,Both,Onovel32,H9/H55,,1
19646_4_19_clean_Escherichia_coli-SC6_ST69_contigs,S37,SC6_ST69,19646_4_19,KL36_K54-K96,>5000bp,O1,H25,,1
19646_4_19_clean_Escherichia_coli-SC92_ST1722_contigs,S37,SC92_ST1722,19646_4_19,KL45,>5000bp,O1,H25,,1
37082_4_10_clean_Escherichia_coli-SC69_ST349_contigs,S40,SC69_ST349,37082_4_10,KL22,>5000bp,Oneg,H15,,1
19646_4_21_clean_Escherichia_coli-SC4_ST10_contigs,S41,SC4_ST10,19646_4_21,Untypeable,Both,Oneg,H45,,1
18403_5_clean_Escherichia_coli-SC8_ST1193_contigs,S6,SC8_ST1193,18403_5,KL6_K5,>5000bp,O75,H5,,1
18403_7_clean_Escherichia_coli-SC43_ST206_contigs,S8,SC43_ST206,18403_7,Untypeable,Both,O117,H32,,1
18403_7_clean_Escherichia_coli-SC46_ST746_contigs,S8,SC46_ST746,18403_7,Untypeable,Both,O117,H32,,1
18403_7_clean_Escherichia_coli-SC4_ST10_contigs,S8,SC4_ST10,18403_7,Untypeable,Both,O117,H32,,1
